time,group,mean,P2_5,P97_5,P25,P75,day,MCV2
51,1,6.540522103,5.499805674,7.58045167,6.177876847,6.895323216,750,2
51,2,7.087061246,6.249533287,7.929587994,6.794816995,7.374091788,750,2
51,3,7.914770163,7.371746508,8.456049789,7.727163182,8.097647493,750,2
52,1,6.528884438,5.493347336,7.566730939,6.167823649,6.883749317,765,2
52,2,7.075540465,6.2387831,7.915235321,6.783638853,7.360992935,765,2
52,3,7.90070448,7.361207068,8.440744213,7.714371593,8.083407134,765,2
53,1,6.51706706,5.483404295,7.553035043,6.156659796,6.871289628,780,2
53,2,7.062733631,6.227490809,7.900908627,6.771360365,7.347669428,780,2
53,3,7.886404087,7.347883173,8.425466339,7.700408465,8.068776046,780,2
54,1,6.505271071,5.473479252,7.539363937,6.14551615,6.858852491,795,2
54,2,7.049949978,6.216218958,7.886607864,6.759104102,7.334370036,795,2
54,3,7.872129578,7.334583395,8.410216119,7.686470611,8.054171441,795,2
55,1,6.493496433,5.463572172,7.525717575,6.134392674,6.846437866,810,2
55,2,7.037189463,6.204967509,7.872332986,6.746870023,7.321094717,810,2
55,3,7.857880906,7.321307689,8.394993503,7.672557984,8.03959327,810,2
56,1,6.481743108,5.453683025,7.512095914,6.123289332,6.834045711,825,2
56,2,7.024452045,6.193736425,7.858083946,6.734658087,7.307843426,825,2
56,3,7.843658024,7.308056013,8.379798439,7.65867054,8.025041486,825,2
57,1,6.470011056,5.443811777,7.498498908,6.112206087,6.821675986,840,2
57,2,7.011737681,6.182525669,7.843860697,6.722468255,7.29461612,840,2
57,3,7.829460886,7.294828322,8.364630878,7.644808232,8.010516041,840,2
58,1,6.458300239,5.433958397,7.484926513,6.101142902,6.809328651,855,2
58,2,6.999046331,6.171335205,7.829663191,6.710300487,7.281412756,855,2
58,3,7.815289444,7.281624574,8.349490772,7.630971015,7.996016887,855,2
59,1,6.446610619,5.424122851,7.471378684,6.090099742,6.797003664,870,2
59,2,6.986377953,6.160164996,7.815491384,6.698154743,7.26823329,870,2
59,3,7.801143654,7.268444725,8.334378069,7.617158843,7.981543977,870,2
60,1,6.434942157,5.414305107,7.457855377,6.079076571,6.784700986,885,2
60,2,6.973732505,6.149015006,7.801345228,6.686030983,7.255077679,885,2
60,3,7.787023467,7.255288731,8.31929272,7.603371672,7.967097264,885,2
61,1,6.423294816,5.404505134,7.444356547,6.068073351,6.772420576,900,2
61,2,6.961109944,6.137885197,7.787224676,6.673929167,7.24194588,900,2
61,3,7.772928838,7.24215655,8.304234676,7.589609455,7.952676698,900,2
62,1,6.411668556,5.394722899,7.430882151,6.057090048,6.760162393,915,2
62,2,6.948510231,6.126775533,7.773129683,6.661849255,7.22883785,915,2
62,3,7.758859721,7.229048139,8.289203887,7.575872149,7.938282235,915,2
63,1,6.400063341,5.38495837,7.417432143,6.046126624,6.747926398,930,2
63,2,6.935933324,6.115685977,7.759060202,6.649791209,7.215753545,930,2
63,3,7.744816069,7.215963453,8.274200304,7.562159707,7.923913825,930,2
64,1,6.38847913,5.375211515,7.40400648,6.035183045,6.735712551,945,2
64,2,6.923379181,6.104616494,7.745016188,6.637754987,7.202692924,945,2
64,3,7.730797836,7.202902452,8.259223878,7.548472085,7.909571423,945,2
65,1,6.376915888,5.365482302,7.390605118,6.024259273,6.72352081,960,2
65,2,6.910847761,6.093567047,7.730997593,6.625740551,7.189655942,960,2
65,3,7.716804977,7.189865091,8.244274559,7.534809238,7.89525498,960,2
66,1,6.365373574,5.355770699,7.377228012,6.013355274,6.711351137,975,2
66,2,6.898339024,6.0825376,7.717004371,6.613747862,7.176642557,975,2
66,3,7.702837444,7.176851327,8.229352299,7.52117112,7.880964451,975,2
67,1,6.353852153,5.346076674,7.363875119,6.002471011,6.699203491,990,2
67,2,6.885852927,6.071528116,7.703036478,6.60177688,7.163652727,990,2
67,3,7.688895193,7.163861119,8.214457048,7.507557688,7.866699787,990,2
68,1,6.342351586,5.336400195,7.350546395,5.991606449,6.687077833,1005,2
68,2,6.87338943,6.060538559,7.689093867,6.589827565,7.150686408,1005,2
68,3,7.674978178,7.150894424,8.199588758,7.493968897,7.852460943,1005,2
69,1,6.330871835,5.326741231,7.337241796,5.980761552,6.674974122,1020,2
69,2,6.860948493,6.049568894,7.675176492,6.577899878,7.137743559,1020,2
69,3,7.661086353,7.137951198,8.18474738,7.480404701,7.838247872,1020,2
70,1,6.319412862,5.31709975,7.323961279,5.969936284,6.662892319,1035,2
70,2,6.848530073,6.038619084,7.661284308,6.565993781,7.124824137,1035,2
70,3,7.647219672,7.1250314,8.169932865,7.466865057,7.824060526,1035,2
71,1,6.30797463,5.30747572,7.3107048,5.95913061,6.650832385,1050,2
71,2,6.836134132,6.027689093,7.647417269,6.554109234,7.111928099,1050,2
71,3,7.63337809,7.112134986,8.155145164,7.453349919,7.809898859,1050,2
72,1,6.296557102,5.297869109,7.297472315,5.948344495,6.638794279,1065,2
72,2,6.823760627,6.016778886,7.633575329,6.542246199,7.099055402,1065,2
72,3,7.619561562,7.099261916,8.14038423,7.439859244,7.795762826,1065,2
73,1,6.28516024,5.288279887,7.284263781,5.937577902,6.626777962,1080,2
73,2,6.811409518,6.005888426,7.619758444,6.530404635,7.086206006,1080,2
73,3,7.605770042,7.086412145,8.125650013,7.426392988,7.781652378,1080,2
74,1,6.273784006,5.278708021,7.271079154,5.926830798,6.614783395,1095,2
74,2,6.799080765,5.995017678,7.605966567,6.518584505,7.073379867,1095,2
74,3,7.592003484,7.073585634,8.110942465,7.412951106,7.767567471,1095,2
75,1,6.262428363,5.269153481,7.257918392,5.916103145,6.602810538,1110,2
75,2,6.786774327,5.984166607,7.592199654,6.50678577,7.060576944,1110,2
75,3,7.578261844,7.060782338,8.096261538,7.399533554,7.753508058,1110,2
76,1,6.251093274,5.259616235,7.244781452,5.90539491,6.590859352,1125,2
76,2,6.774490164,5.973335176,7.578457659,6.495008391,7.047797194,1125,2
76,3,7.564545077,7.048002216,8.081607183,7.386140287,7.739474093,1125,2
77,1,6.239778702,5.250096251,7.231668289,5.894706057,6.578929798,1140,2
77,2,6.762228236,5.96252335,7.564740538,6.483252328,7.035040576,1140,2
77,3,7.550853138,7.035245227,8.066979353,7.372771263,7.725465529,1140,2
78,1,6.228484609,5.240593498,7.218578861,5.884036551,6.567021837,1155,2
78,2,6.749988502,5.951731093,7.551048244,6.471517545,7.022307047,1155,2
78,3,7.537185981,7.022511328,8.052378,7.359426437,7.711482321,1155,2
79,1,6.217210959,5.231107945,7.205513126,5.873386357,6.555135429,1170,2
79,2,6.737770922,5.940958371,7.537380734,6.459804001,7.009596567,1170,2
79,3,7.523543561,7.009800478,8.037803076,7.346105765,7.697524423,1170,2
80,1,6.205957714,5.221639562,7.192471039,5.86275544,6.543270536,1185,2
80,2,6.725575455,5.930205148,7.523737962,6.44811166,6.996909092,1185,2
80,3,7.509925835,6.997112634,8.023254532,7.332809204,7.683591788,1185,2
81,1,6.194724838,5.212188316,7.179452559,5.852143765,6.531427119,1200,2
81,2,6.713402063,5.919471388,7.510119884,6.436440481,6.984244582,1200,2
81,3,7.496332757,6.984447755,8.008732321,7.319536709,7.669684373,1200,2
82,1,6.183512293,5.202754177,7.166457643,5.841551297,6.519605138,1215,2
82,2,6.701250705,5.908757056,7.496526455,6.424790428,6.971602995,1215,2
82,3,7.482764283,6.971805801,7.994236396,7.306288239,7.655802129,1215,2
83,1,6.172320044,5.193337115,7.153486247,5.830978002,6.507804555,1230,2
83,2,6.689121341,5.898062118,7.48295763,6.413161461,6.95898429,1230,2
83,3,7.469220368,6.959186728,7.979766709,7.293063748,7.641945013,1230,2
84,1,6.161148052,5.183937097,7.14053833,5.820423845,6.496025332,1245,2
84,2,6.677013932,5.887386537,7.469413365,6.401553543,6.946388424,1245,2
84,3,7.455700967,6.946590496,7.965323212,7.279863193,7.628112978,1245,2
85,1,6.149996282,5.174554093,7.127613849,5.809888791,6.484267429,1260,2
85,2,6.664928437,5.876730279,7.455893615,6.389966635,6.933815357,1260,2
85,3,7.442206037,6.934017063,7.950905858,7.266686532,7.61430598,1260,2
86,1,6.138864697,5.165188073,7.114712762,5.799372805,6.472530808,1275,2
86,2,6.652864817,5.86609331,7.442398336,6.3784007,6.921265048,1275,2
86,3,7.428735533,6.921466389,7.936514599,7.253533721,7.600523972,1275,2
87,1,6.12775326,5.155839005,7.101835025,5.788875854,6.46081543,1290,2
87,2,6.640823032,5.855475593,7.428927484,6.3668557,6.908737455,1290,2
87,3,7.41528941,6.908938431,7.922149389,7.240404717,7.58676691,1290,2
88,1,6.116661935,5.14650686,7.088980598,5.778397902,6.449121258,1305,2
88,2,6.628803043,5.844877095,7.415481014,6.355331596,6.896232536,1305,2
88,3,7.401867626,6.89643315,7.907810181,7.227299476,7.573034749,1305,2
89,1,6.105590686,5.137191605,7.076149437,5.767938915,6.437448252,1320,2
89,2,6.616804811,5.83429778,7.402058883,6.34382835,6.883750253,1320,2
89,3,7.388470135,6.883950502,7.893496926,7.214217956,7.559327443,1320,2
90,1,6.094539475,5.127893212,7.063341501,5.75749886,6.425796375,1335,2
90,2,6.604828295,5.823737614,7.388661046,6.332345926,6.871290562,1335,2
90,3,7.375096893,6.871490449,7.879209579,7.201160113,7.545644947,1335,2
91,1,6.083508268,5.118611648,7.050556747,5.747077701,6.414165587,1350,2
91,2,6.592873457,5.813196562,7.375287459,6.320884286,6.858853423,1350,2
91,3,7.361747858,6.859052949,7.864948092,7.188125906,7.531987217,1350,2
92,1,6.072497027,5.109346885,7.037795134,5.736675404,6.402555851,1365,2
92,2,6.580940258,5.802674589,7.361938078,6.309443391,6.846438796,1365,2
92,3,7.348422984,6.84663796,7.850712418,7.175115291,7.518354207,1365,2
93,1,6.061505716,5.100098891,7.02505662,5.726291936,6.39096713,1380,2
93,2,6.569028657,5.792171661,7.34861286,6.298023204,6.834046639,1380,2
93,3,7.335122229,6.834245443,7.836502511,7.162128225,7.504745874,1380,2
94,1,6.0505343,5.090867635,7.012341162,5.715927262,6.379399384,1395,2
94,2,6.557138617,5.781687744,7.335311761,6.286623688,6.821676913,1395,2
94,3,7.321845548,6.821875357,7.822318325,7.149164666,7.491162172,1395,2
95,1,6.039582743,5.081653089,6.99964872,5.705581348,6.367852576,1410,2
95,2,6.545270098,5.771222803,7.322034737,6.275244805,6.809329576,1410,2
95,3,7.308592898,6.809527661,7.808159812,7.136224571,7.477603056,1410,2
96,1,6.028651008,5.072455221,6.986979251,5.695254161,6.356326667,1425,2
96,2,6.533423062,5.760776803,7.308781745,6.263886518,6.797004587,1425,2
96,3,7.295364236,6.797202314,7.794026926,7.123307898,7.464068483,1425,2
97,1,6.01773906,5.063274001,6.974332714,5.684945666,6.344821621,1440,2
97,2,6.521597468,5.750349711,7.295552741,6.25254879,6.784701908,1440,2
97,3,7.282159517,6.784899276,7.77991962,7.110414604,7.450558408,1440,2
98,1,6.006846862,5.0541094,6.961709068,5.674655829,6.333337399,1455,2
98,2,6.509793279,5.739941492,7.282347681,6.241231583,6.772421496,1455,2
98,3,7.2689787,6.772618507,7.76583785,7.097544647,7.437072786,1455,2
99,1,5.995974379,5.044961386,6.94910827,5.664384617,6.321873964,1470,2
99,2,6.498010456,5.729552113,7.269166523,6.229934861,6.760163312,1470,2
99,3,7.25582174,6.760359966,7.751781567,7.084697985,7.423611573,1470,2
100,1,5.985121576,5.035829931,6.93653028,5.654131996,6.310431277,1485,2
100,2,6.48624896,5.719181538,7.256009223,6.218658585,6.747927315,1485,2
100,3,7.242688594,6.748123614,7.737750727,7.071874576,7.410174725,1485,2
101,1,5.974288417,5.026715003,6.923975057,5.643897933,6.299009302,1500,2
101,2,6.474508753,5.708829734,7.242875738,6.20740272,6.735713466,1500,2
101,3,7.229579219,6.735909409,7.723745282,7.059074378,7.396762198,1500,2
102,1,5.963474865,5.017616574,6.911442559,5.633682393,6.287608001,1515,2
102,2,6.462789795,5.698496666,7.229766025,6.196167229,6.723521724,1515,2
102,3,7.216493573,6.723717312,7.709765188,7.046297347,7.383373948,1515,2
103,1,5.952680887,5.008534613,6.898932744,5.623485344,6.276227337,1530,2
103,2,6.451092049,5.688182302,7.21668004,6.184952073,6.711352049,1530,2
103,3,7.203431612,6.711547284,7.695810398,7.033543444,7.37000993,1530,2
104,1,5.941906445,4.99946909,6.886445573,5.613306751,6.264867272,1545,2
104,2,6.439415476,5.677886607,7.203617742,6.173757218,6.699204401,1545,2
104,3,7.190393293,6.699399283,7.681880866,7.020812625,7.356670102,1545,2
105,1,5.931151506,4.990419977,6.873981004,5.603146582,6.253527768,1560,2
105,2,6.427760038,5.667609548,7.190579086,6.162582625,6.687078741,1560,2
105,3,7.177378574,6.68727327,7.667976547,7.008104849,7.34335442,1560,2
106,1,5.920416033,4.981387242,6.861538995,5.593004803,6.24220879,1575,2
106,2,6.416125696,5.65735109,7.17756403,6.151428258,6.674975029,1575,2
106,3,7.164387411,6.675169205,7.654097394,6.995420075,7.330062838,1575,2
107,1,5.909699992,4.972370857,6.849119507,5.582881381,6.230910298,1590,2
107,2,6.404512413,5.6471112,7.164572532,6.140294081,6.662893224,1590,2
107,3,7.151419763,6.663087049,7.640243364,6.98275826,7.316795315,1590,2
108,1,5.899003346,4.963370791,6.836722499,5.572776282,6.219632258,1605,2
108,2,6.39292015,5.636889844,7.151604549,6.129180057,6.650833288,1605,2
108,3,7.138475586,6.651026762,7.626414409,6.970119363,7.303551806,1605,2
109,1,5.888326062,4.954387016,6.824347929,5.562689474,6.20837463,1620,2
109,2,6.381348869,5.626686989,7.138660038,6.11808615,6.63879518,1620,2
109,3,7.125554839,6.638988304,7.612610485,6.957503343,7.290332268,1620,2
110,1,5.877668104,4.945419501,6.811995757,5.552620923,6.197137379,1635,2
110,2,6.369798532,5.616502602,7.125738956,6.107012322,6.626778862,1635,2
110,3,7.112657478,6.626971636,7.598831546,6.944910158,7.277136658,1635,2
111,1,5.867029437,4.936468218,6.799665943,5.542570596,6.185920468,1650,2
111,2,6.358269101,5.606336648,7.112841262,6.095958539,6.614784293,1650,2
111,3,7.099783462,6.614976719,7.585077548,6.932339767,7.263964932,1650,2
112,1,5.856410026,4.927533137,6.787358446,5.53253846,6.17472386,1665,2
112,2,6.346760539,5.596189095,7.099966913,6.084924763,6.602811435,1665,2
112,3,7.086932748,6.603003512,7.571348444,6.919792128,7.250817047,1665,2
113,1,5.845809836,4.918614228,6.775073226,5.522524483,6.163547517,1680,2
113,2,6.335272808,5.586059909,7.087115867,6.073910958,6.590860247,1680,2
113,3,7.074105293,6.591051977,7.55764419,6.907267201,7.23769296,1680,2
114,1,5.835228833,4.909711463,6.762810242,5.512528631,6.152391404,1695,2
114,2,6.323805869,5.575949057,7.074288081,6.062917088,6.578930692,1695,2
114,3,7.061301057,6.579122074,7.543964741,6.894764944,7.224592627,1695,2
115,1,5.824666982,4.900824812,6.750569454,5.502550872,6.141255484,1710,2
115,2,6.312359686,5.565856506,7.061483514,6.051943118,6.567022729,1710,2
115,3,7.048519997,6.567213765,7.530310052,6.882285317,7.211516007,1710,2
116,1,5.814124247,4.891954246,6.738350823,5.492591173,6.13013972,1725,2
116,2,6.300934221,5.555782223,7.048702124,6.04098901,6.55513632,1725,2
116,3,7.03576207,6.55532701,7.516680079,6.869828277,7.198463055,1725,2
117,1,5.803600596,4.883099735,6.726154307,5.482649501,6.119044075,1740,2
117,2,6.289529436,5.545726174,7.035943867,6.03005473,6.543271425,1740,2
117,3,7.023027236,6.54346177,7.503074775,6.857393786,7.185433729,1740,2
118,1,5.793095992,4.874261252,6.713979867,5.472725823,6.107968514,1755,2
118,2,6.278145293,5.535688326,7.023208704,6.019140241,6.531428006,1755,2
118,3,7.010315451,6.531618007,7.489494098,6.8449818,7.172427987,1755,2
119,1,5.782610401,4.865438766,6.701827463,5.462820108,6.096913,1770,2
119,2,6.266781757,5.525668648,7.010496591,6.008245507,6.519606024,1770,2
119,3,6.997626676,6.51979568,7.475938002,6.832592281,7.159445785,1770,2
120,1,5.77214379,4.856632249,6.689697055,5.452932322,6.085877496,1785,2
120,2,6.255438788,5.515667105,6.997807488,5.997370493,6.507805439,1785,2
120,3,6.984960867,6.507994753,7.462406442,6.820225187,7.146487081,1785,2
121,1,5.761696124,4.847841672,6.677588604,5.443062433,6.074861967,1800,2
121,2,6.24411635,5.505683665,6.985141351,5.986515163,6.496026214,1800,2
121,3,6.972317983,6.496215185,7.448899375,6.807880477,7.133551833,1800,2
122,1,5.751267368,4.839067006,6.665502069,5.433210408,6.063866376,1815,2
122,2,6.232814406,5.495718295,6.972498141,5.975679481,6.48426831,1815,2
122,3,6.959697983,6.484456939,7.435416756,6.795558112,7.120639997,1815,2
123,1,5.740857488,4.830308223,6.65343741,5.423376216,6.052890687,1830,2
123,2,6.221532919,5.485770963,6.959877815,5.964863412,6.472531687,1830,2
123,3,6.947100826,6.472719975,7.42195854,6.78325805,7.107751532,1830,2
124,1,5.73046645,4.821565293,6.641394589,5.413559824,6.041934864,1845,2
124,2,6.210271852,5.475841636,6.947280333,5.95406692,6.460816308,1845,2
124,3,6.93452647,6.461004255,7.408524684,6.770980252,7.094886396,1845,2
125,1,5.72009422,4.812838187,6.629373566,5.4037612,6.030998872,1860,2
125,2,6.199031167,5.465930281,6.934705651,5.94328997,6.449122134,1860,2
125,3,6.921974873,6.44930974,7.395115144,6.758724676,7.082044545,1860,2
126,1,5.709740764,4.804126878,6.6173743,5.393980312,6.020082674,1875,2
126,2,6.187810828,5.456036865,6.92215373,5.932532526,6.437449127,1875,2
126,3,6.909445995,6.437636393,7.381729875,6.746491284,7.069225939,1875,2
127,1,5.699406048,4.795431337,6.605396754,5.384217127,6.009186234,1890,2
127,2,6.176610798,5.446161357,6.909624529,5.921794553,6.425797247,1890,2
127,3,6.896939795,6.425984175,7.368368834,6.734280034,7.056430534,1890,2
128,1,5.689090038,4.786751535,6.593440887,5.374471613,5.998309517,1905,2
128,2,6.16543104,5.436303723,6.897118005,5.911076017,6.414166458,1905,2
128,3,6.884456231,6.414353048,7.355031976,6.722090886,7.04365829,1905,2
129,1,5.6787927,4.778087443,6.581506661,5.364743739,5.987452488,1920,2
129,2,6.154271517,5.426463932,6.884634118,5.900376881,6.402556721,1920,2
129,3,6.871995262,6.402742973,7.341719258,6.709923801,7.030909163,1920,2
130,1,5.668514,4.769439033,6.569594035,5.355033473,5.976615109,1935,2
130,2,6.143132194,5.416641952,6.872172828,5.88969711,6.390967998,1935,2
130,3,6.859556848,6.391153913,7.328430637,6.697778739,7.018183112,1935,2
131,1,5.658253905,4.760806277,6.557702972,5.345340782,5.965797346,1950,2
131,2,6.132013033,5.406837749,6.859734092,5.879036671,6.37940025,1950,2
131,3,6.847140948,6.379585829,7.315166068,6.685655659,7.005480096,1950,2
132,1,5.648012381,4.752189147,6.545833432,5.335665636,5.954999164,1965,2
132,2,6.120913998,5.397051292,6.847317871,5.868395526,6.367853441,1965,2
132,3,6.83474752,6.368038683,7.301925508,6.673554523,6.992800072,1965,2
133,1,5.637789394,4.743587613,6.533985375,5.326008001,5.944220527,1980,2
133,2,6.109835052,5.387282548,6.834924123,5.857773643,6.356327531,1980,2
133,3,6.822376525,6.356512438,7.288708914,6.661475289,6.980143,1980,2
134,1,5.627584911,4.735001649,6.522158764,5.316367847,5.933461399,1995,2
134,2,6.098776159,5.377531486,6.822552809,5.847170985,6.344822483,1995,2
134,3,6.810027921,6.345007055,7.275516241,6.649417919,6.967508837,1995,2
135,1,5.617398898,4.726431225,6.510353559,5.306745142,5.922721745,2010,2
135,2,6.087737283,5.367798074,6.810203886,5.836587518,6.333338259,2010,2
135,3,6.797701669,6.333522498,7.262347448,6.637382374,6.954897541,2010,2
136,1,5.607231322,4.717876314,6.498569722,5.297139854,5.91200153,2025,2
136,2,6.076718388,5.358082279,6.797877315,5.826023208,6.321874822,2025,2
136,3,6.785397728,6.322058727,7.249202491,6.625368612,6.942309073,2025,2
137,1,5.59708215,4.709336887,6.486807214,5.287551951,5.901300719,2040,2
137,2,6.065719437,5.34838407,6.785573056,5.815478019,6.310432135,2040,2
137,3,6.773116056,6.310615706,7.236081326,6.613376596,6.92974339,2040,2
138,1,5.586951347,4.700812917,6.475065996,5.277981403,5.890619276,2055,2
138,2,6.054740394,5.338703415,6.773291067,5.804951916,6.299010158,2055,2
138,3,6.760856615,6.299193398,7.222983911,6.601406286,6.917200451,2055,2
139,1,5.576838882,4.692304376,6.463346029,5.268428178,5.879957167,2070,2
139,2,6.043781223,5.329040282,6.761031309,5.794444867,6.287608856,2070,2
139,3,6.748619364,6.287791764,7.209910202,6.589457642,6.904680214,2070,2
140,1,5.56674472,4.683811235,6.451647277,5.258892244,5.869314357,2085,2
140,2,6.032841889,5.31939464,6.748793741,5.783956835,6.27622819,2085,2
140,3,6.736404262,6.276410766,7.196860157,6.577530625,6.89218264,2085,2
141,1,5.556668829,4.675333466,6.439969699,5.249373571,5.85869081,2100,2
141,2,6.021922355,5.309766456,6.736578324,5.773487787,6.264868123,2100,2
141,3,6.724211269,6.265050369,7.183833732,6.565625196,6.879707687,2100,2
142,1,5.546611176,4.666871043,6.428313257,5.239872126,5.848086493,2115,2
142,2,6.011022585,5.300155699,6.724385016,5.763037687,6.253528618,2115,2
142,3,6.712040346,6.253710534,7.170830886,6.553741316,6.867255313,2115,2
143,1,5.536571726,4.658423936,6.416677914,5.230387879,5.837501369,2130,2
143,2,6.000142545,5.290562338,6.712213779,5.752606503,6.242209638,2130,2
143,3,6.699891453,6.242391225,7.157851575,6.541878947,6.854825478,2130,2
144,1,5.526550449,4.64999212,6.405063631,5.220920799,5.826935404,2145,2
144,2,5.989282197,5.280986341,6.700064572,5.742194199,6.230911145,2145,2
144,3,6.687764549,6.231092403,7.144895757,6.530038048,6.842418142,2145,2
145,1,5.51654731,4.641575564,6.39347037,5.211470855,5.816388564,2160,2
145,2,5.978441507,5.271427677,6.687937355,5.731800742,6.219633103,2160,2
145,3,6.675659596,6.219814033,7.131963388,6.518218582,6.830033262,2160,2
146,1,4.299926427,2.240285438,7.211645174,3.379407134,6.069037163,179,2
146,2,3.510668346,2.048500683,4.969890118,3.022174198,4.019655287,179,2
146,3,3.510668346,2.048500683,4.969890118,3.022174198,4.019655287,179,2
147,1,6.243424339,5.037550127,7.452600863,5.823246784,6.6568112,239,2
147,2,3.471847833,1.806655506,7.63193532,2.714873535,6.734832903,239,2
147,3,2.802534346,1.635299309,3.967417705,2.412573947,3.208853953,239,2
148,1,6.153589463,4.965066236,7.345367486,5.739457725,6.561028218,359,2
148,2,6.781292996,5.820314798,7.745177602,6.445918933,7.110243864,359,2
148,3,2.183838351,1.139106809,8.186347229,1.716883066,7.616082527,359,2
149,1,6.20153198,4.913631722,7.457697046,5.755409671,6.64734425,719,2
149,2,6.78550032,5.699580209,7.800739722,6.402562598,7.170077774,719,2
149,3,7.648479224,6.899751447,8.392978334,7.361961526,7.937842757,719,2
